Profession,Language,Translated Job Description,Translated Resume
Truck Drivers,ta,"குறிப்பிட்ட இடங்களுக்கு இடையே பொருட்களை கொண்டு செல்ல லாரிகளை பாதுகாப்பாக நிறுவப்பட்ட வழிகள் மற்றும் விதிமுறைகளை பின்பற்றும் போது சரியான நேரத்தில் விநியோகங்களை வாகன நிலையை கண்காணிக்கவும், சிறிய பழுதுபார்ப்புகளைச் செய்யவும் மற்றும் தொடர்புடைய ஆவண மென்மையான செயல்பாடுகளுக்காக அனுப்புபவர்கள், வாடிக்கையாளர்கள் மற்றும் விநியோகச் சங்கிலி பணியாளர்களுடன்",மைக் ஜான்சன்: ஸ்விஃப்ட் டிரான்ஸ்போர்ட்ஸிற்காக நாடு முழுவதும் பொருட்களைக் கொண்டு செல்லும் 12 ஆண்டுகள் கொண்ட 100% பாதுகாப்பு பதிவை பராமரித்தது மற்றும் தொடர்ந்து விநியோக காலக்கெடுவை மேம்பட்ட வழிசெலுத்தல் மென்பொருள் மற்றும் வாகன பராமரிப்பில் திறமையான. சரியான வருகை மற்றும் கடமைக்கு அர்ப்பணிப்புக்காக இருமுறை அங்கீகரிக்க
Truck Drivers,te,"పేర్కొన్న స్థానాల మధ్య వస్తువులను రవాణా చేయడానికి ట్రక్కులను సురక్షితంగా ఆపరేట్ చేయండి. స్థిరపడిన మార్గాలు మరియు నిబంధనలకు కట్టుబడి ఉన్నప్పుడు సకాలంలో డెలివరీలను నిర్ధారించుకోండి. వాహన పరిస్థితిని పర్యవేక్షించండి, చిన్న మరమ్మతులు నిర్వహించండి మరియు సంబంధిత డాక్యుమెంటేషన్ను నిర్వహించండి. సున్నితమైన కార్యకలాపాల కోసం పంపిణీదారులు, వినియోగదారులు మరియు సరఫరా గొలుసు సిబ్బందితో కమ్యూనికేట్ చేయండి.",మైక్ జాన్సన్: స్విఫ్ట్ ట్రాన్స్పోర్ట్స్ కోసం దేశవ్యాప్తంగా 12 సంవత్సరాల వస్తువులను రవాణా చేస్తున్న సీజన్డ్ ట్రక్ డ్రైవర్. 100% భద్రతా రికార్డును నిర్వహించింది మరియు డెలివరీ గడువులను స్థిరంగా నెరవేర్చింది. అధునాతన నావిగేషన్ సాఫ్ట్వేర్ మరియు వాహన నిర్వహణలో నైపుణ్యం. ఖచ్చితమైన హాజరు మరియు విధికి నిబద్ధత కోసం రెండుసార్లు గుర్తించబడింది.
Truck Drivers,th,ใช้งานรถบรรทุกอย่างปลอดภัยเพื่อขนส่งสินค้าระหว่างสถานที่ที่ระบุตรวจสอบการจัดส่งทันเวลาในขณะที่ปฏิบัติตามเส้นทางและข้อบังคับที่กำหนดไว้ตรวจสอบสภาพยานพาหนะทำการซ่อมแซมเล็กน้อยและรักษาเอกสารที่เกี่ยวข้องสื่อสารกับผู้จัดส่ง ลูกค้า และบุคลากรห่วงโซ่อุปทานเพื่อการทำงานที่ราบรื่น,ไมค์ จอห์นสัน: คนขับรถบรรทุกที่มีประสบการณ์และขนส่งสินค้าไปทั่วประเทศ 12 ปีสำหรับ Swift Transportsรักษาบันทึกความปลอดภัย 100% และปฏิบัติตามกำหนดเวลาในการจัดส่งอย่างสม่ำเสมอมีความเชี่ยวชาญในซอฟต์แวร์นำทางขั้นสูงและการบำรุงรักษายานพาหนะได้รับการยอมรับสองครั้งสำหรับการเข้าร่วมที่สมบูรณ์แบบและความมุ่งมั่นในการปฏิบัติงาน
Truck Drivers,tr,"Belirtilen yerler arasında malları taşımak için kamyonları güvenli bir şekilde çalıştırın. Belirlenen güzergahlara ve düzenlemelere bağlı kalırken zamanında teslimatlar sağlayın. Araç durumunu izleyin, küçük onarımlar yapın ve ilgili belgeleri koruyun. Sorunsuz operasyonlar için sevk memurları, müşteriler ve tedarik zinciri personeli ile iletişim kurun.",Mike Johnson: Swift Transports için ülke çapında mal taşıyan 12 yıllık deneyimli kamyon şoförü. %100 güvenlik kaydı tuttu ve teslimat sürelerini tutarlı bir şekilde yerine getirdi. Gelişmiş navigasyon yazılımı ve araç bakımı konusunda yetkin. Mükemmel katılım ve göreve bağlılığı için iki kez tanındı.
Truck Drivers,uk,"Безпечно керуйте вантажівками для перевезення вантажів між зазначеними місцями. Забезпечуйте своєчасні поставки, дотримуючись встановлених маршрутів та правил. Контролюйте стан транспортного засобу, виконуйте дрібний ремонт та підтримуйте відповідну документацію. Спілкуйтеся з диспетчерами, клієнтами та персоналом ланцюга поставок для безперебійної роботи.",Майк Джонсон: Досвідчений водій вантажівки з 12 роками транспортування вантажів по всій країні для Swift Transports. Підтримував 100% облік безпеки та послідовно дотримувався термінів доставки. Володіє передовим навігаційним програмним забезпеченням та технічним обслуговуванням транспортних засобів. Двічі визнаний за ідеальну відвідуваність та відданість обов'язку.
Truck Drivers,ur,مخصوص مقامات کے درمیان سامان کی نقل و حمل کے لئے ٹرک محفوظ قائم راستوں اور قواعد و ضوابط پر عمل کرتے ہوئے بروقت ترسیل گاڑی کی حالت کی نگرانی کریں، معمولی مرمت کریں، اور متعلقہ دستاویزات کو برقرار ہموار کام کے لئے بھیجنے والوں، صارفین اور سپلائی چین اہلکاروں کے ساتھ بات چیت کریں۔,مائک جانسن: سوئفٹ ٹرک ٹرک ڈرائیور جو سوئفٹ ٹرانسپورٹس کے لئے ملک بھر میں سامان کی منتقلی 100٪ حفاظتی ریکارڈ برقرار رکھا اور مستقل طور پر ترسیل کی آخری تاریخ جدید نیویگیشن سافٹ ویئر اور گاڑیوں کی دیکھ بھال میں ماہار۔ کامل حاضری اور ڈیوٹی سے وابستگی کے لئے دو بار تسلیم ہوا۔
Truck Drivers,vi,"Vận hành xe tải an toàn để vận chuyển hàng hóa giữa các địa điểm được chỉ định. Đảm bảo giao hàng kịp thời trong khi tuân thủ các tuyến đường và quy định đã thiết lập. Theo dõi tình trạng xe, thực hiện sửa chữa nhỏ và duy trì tài liệu liên quan. Giao tiếp với nhân viên điều phối, khách hàng và nhân viên chuỗi cung ứng để hoạt động trơn tru.",Mike Johnson: Tài xế xe tải dày dạn kinh nghiệm với 12 năm vận chuyển hàng hóa trên khắp đất nước cho Swift Transports. Duy trì hồ sơ an toàn 100% và luôn đáp ứng thời hạn giao hàng. Thành thạo phần mềm điều hướng tiên tiến và bảo trì xe. Hai lần được công nhận vì sự tham dự hoàn hảo và cam kết thực hiện nhiệm vụ.
Truck Drivers,cy,"Gweithredu tryciau yn ddiogel i gludo nwyddau rhwng lleoliadau penodedig. Sicrhau danfoniadau amserol tra'n cadw at lwybrau a rheoliadau sefydledig. Monitro cyflwr cerbyd, perfformio mân atgyweiriadau, a chynnal dogfennaeth berthnasol. Cyfathrebu ag anfonwyr, cwsmeriaid, a phersonél y gadwyn gyflenwi ar gyfer gweithrediadau llyfn.",Mike Johnson: Gyrrwr Tryc Tymor gyda 12 mlynedd yn cludo nwyddau ledled y wlad ar gyfer Swift Transports. Cynnal cofnod diogelwch 100% a bodloni terfynau amser dosbarthu yn gyson. Hyfedr mewn meddalwedd llywio uwch a chynnal a chadw cerbydau. Cydnabyddir ddwywaith am bresenoldeb perffaith ac ymrwymiad i ddyletswydd
Farmworkers,af,"Neem deel aan die plant, verbouing en oes van gewasse. Bedryf plaasmasjinerie en toerusting volgens veiligheidstandaarde. Help met die versorging van vee, insluitend voeding, versorging en gesondheidsmonitering. Handhaaf plaasfasiliteite, verseker netheid en funksionaliteit.",Sara Gonzalez: Plaaswerker met 9 jaar by Green Valley Orchards. Die leiding van 'n inisiatief vir plaagbestuur het wat die oesopbrengs met 15% verhoog het. Bekvaardig in organiese boerderytegnieke en moderne plaasmasjinerie. Geleide opleiding vir nuwe dienste oor volhoubare boerderypraktyke.
Farmworkers,sq,"Merrni pjesë në mbjelljen, kultivimin dhe korrjen e kulturave. Operoni makineritë dhe pajisjet e fermave në përputhje me standardet e sigurisë. Ndihmoni me kujdesin e bagëtisë, duke përfshirë ushqyerjen, pastrimin dhe monitorimin e shëndetit. Ruani objektet e fermës, duke siguruar pastërtinë dhe funksionalitetin",Sara Gonzalez: Punëtore e fermës me 9 vjet në Green Valley Orchards. Kryeshoi një iniciativë për menaxhimin e dëmtuesve që rriti renditjen e korrave me 15%. I aftë në teknikat e bujqësisë organike dhe makineri moderne të fermës. Trajnim i udhëhequr për punësuesit e rinj mbi praktikat e qëndrueshme bujqësore
Farmworkers,am,ሰብሎችን በመትከል፣ በማባበር እና በመሰባሰብ ላይ ይሳተፉ። የእርሻ ማሽኖችን እና መሳሪያዎችን ከደህንነት ደረጃዎች ጋር በተስማሚ መመገብ፣ ማበጀት እና የጤና ክትትል ጨምሮ በእንስሳት እንክብካቤ ይረዱ ንፅህና እና ተግባራዊነትን በማረጋገጥ የእርሻ ተቋ,ሳራ ጎንዛሌዝ፡ በግሪን ቫሊ ኦርቻርስ ውስጥ ከ9 ዓመታት ያለው የእርሻ ሰራተኛ። የሰብል ምርትን በ 15% የጨመረ የፀረ-አያያዝ ተነሳሽነት አመራር ነበር። በኦርጋኒክ እርሻ ዘዴዎች እና በዘመናዊ የእርሻ ማሽኖች ዘላቂ የእርሻ ልምዶች ላይ ለአዳዲስ ቀጠሪዎች የሚመራ ስልጠና።
Farmworkers,ar,المشاركة في زراعة المحاصيل وزراعتها وحصادها. قم بتشغيل الآلات والمعدات الزراعية بما يتماشى مع معايير السلامة. المساعدة في رعاية الماشية، بما في ذلك التغذية والعناية الشخصية والمراقبة الصحية. الحفاظ على مرافق المزرعة وضمان النظافة والأداء الوظيفي.,سارة غونزاليس: عاملة مزرعة لديها 9 سنوات في جرين فالي أورشاردز. قاد مبادرة إدارة الآفات التي أدت إلى زيادة غلة المحاصيل بنسبة 15٪. ماهر في تقنيات الزراعة العضوية والآلات الزراعية الحديثة. قاد التدريب للموظفين الجدد على ممارسات الزراعة المستدامة.
